,Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado (Transfermarkt),Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,Duelos ganados %,País de nacimiento,Pasaporte,Pie,Altura,Peso,En prestamo,Acciones defensivas realizadas/90,Duelos defensivos/90,Duelos defensivos ganados %,Duelos aéreos/90,Duelos aéreos ganados %,Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,Tiros a la portería %,Goles hechos %,Asistencias/90,Centros/90,Precisión centros %,Centros desde la banda izquierda/90,Precisión centros desde la banda izquierda %,Centros desde la banda derecha/90,Precisión centros desde la banda derecha %,Centros al área pequeña/90,Regates/90,Regates realizados %,Duelos atacantes/90,Duelos atacantes ganados %,Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos/90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,Precisión pases %,Pases hacia adelante/90,Precisión pases hacia adelante %,Pases hacia atrás/90,Precision pases hacia atrás %,Pases laterales/90,Precisión pases laterales %,Pases cortos / medios/90,Precisión pases cortos / medios %,Pases largos/90,Precisión pases largos %,"Longitud media pases, m","Longitud media pases largos, m",xA/90,Second assists/90,Third assists/90,Desmarques/90,Precisión desmarques %,Jugadas claves/90,Pases en el último tercio/90,Precisión pases en el último tercio %,Pases al área de penalti/90,Pases hacía el área pequeña %,Pases en profundidad/90,Precisión pases en profundidad %,Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,Precisión pases progresivos %,Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas/90,Paradas %,xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Tiros libres/90,Tiros libres directos/90,Tiros libres directos %,Córneres/90,Penaltis a favor,Penaltis realizados %,Competición,Temporada,Pais_Comp,Asistencias/90.1,Duelos aéreos/90.1,Flag,Posición Principal,Fecha_Actualizacion
5052,Pedro Vieira,Bylis Ballsh,Penafiel,"CF, AMF",23,125000,2026-06-30,10,374,0,0.76,0,0.02,21.18,32.95,Portugal,Portugal,derecho,190,83,no,3.61,5.53,34.78,6.26,26.92,0.24,0.32,0.0,1.44,1.89,2.41,0,0.0,0,0.0,1.68,0.0,0,0.0,0.18,0,0.0,6,1.44,16.67,0.0,0.0,1.2,40.0,0.24,100.0,0.96,25.0,0.0,1.44,50.0,6.26,38.46,1.44,0.48,0.24,8.66,0.96,2.17,13.96,72.41,4.09,70.59,4.33,88.89,4.33,55.56,11.79,75.51,1.2,80.0,19.96,15.76,0.01,0.0,0.0,0.48,50.0,0.0,2.89,66.67,1.93,50.0,0.48,50.0,0.72,0.24,2.17,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.24,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Delantero,2026-08-01 16:29:15.671466
5053,Pedro Rosas,Casa Pia AC,Felgueiras 1932,LB,25,125000,2026-06-30,19,1872,3,1.81,1,1.5,12.88,45.52,Portugal,Portugal,izquierdo,189,82,no,7.07,5.0,50.96,3.17,56.06,0.34,0.6,0.24,4.18,7.48,1.83,4,0.19,1,0.05,1.88,0.14,3,0.14,0.09,1,0.05,16,0.77,37.5,18.75,0.05,3.41,36.62,3.22,35.82,0.14,66.67,0.63,0.96,35.0,2.36,22.45,1.44,1.15,0.43,18.46,1.54,0.58,28.65,74.83,10.91,70.04,5.63,94.87,8.65,73.33,21.49,84.56,3.89,53.09,21.13,33.5,0.07,0.0,0.0,0.0,0.0,0.53,4.38,69.23,3.03,44.44,0.1,50.0,0.58,1.06,8.13,78.11,0,,0,,0,0.0,0.0,0.0,,,0.53,,0.1,0.05,0.0,0.1,0,0.0,LIGA2,2025-2026,POR,0.77,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Lateral,2026-08-01 16:29:15.671466
5054,Unai Pérez,Torreense,Torreense,GK,24,100000,2027-06-30,3,303,0,0.0,0,0.0,0.89,66.67,Spain,Spain,derecho,188,78,no,1.78,0.3,100.0,0.59,50.0,0.0,0.0,0.0,1.49,2.27,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.3,0.0,17.52,71.19,11.58,61.54,0.0,0.0,5.94,90.0,9.8,93.94,7.72,42.31,35.32,51.11,0.0,0.0,0.0,0.0,0.0,0.0,3.86,23.08,0.89,0.0,0.0,0.0,0.0,0.0,3.27,54.55,5,1.49,19,5.64,1,73.68,4.15,1.23,-0.85,-0.252,0.0,2.08,,,,0.0,0,0.0,LIGA2,2025-2026,POR,0.0,0.59,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Portero,2026-08-01 16:29:15.671466
5055,C. Kahraman,Académico de Viseu F.C.,Académico de Viseu F.C.,AMF,27,100000,2026-06-30,29,2116,6,4.29,8,4.26,14.8,39.37,Germany,Germany,derecho,175,69,no,4.42,4.17,56.12,2.0,23.4,0.3,0.49,0.04,1.79,2.92,1.19,2,0.09,0,0.0,2.08,0.26,6,0.26,0.18,1,0.04,41,1.74,41.46,14.634,0.34,1.4,33.33,1.02,29.17,0.38,44.44,0.21,1.91,42.22,7.06,31.93,1.79,1.06,0.3,19.99,0.94,1.23,27.99,80.85,8.51,68.5,6.21,93.15,7.19,82.84,24.97,87.05,1.66,28.21,16.46,24.34,0.18,0.09,0.09,0.26,33.33,0.55,4.34,63.73,2.0,44.68,0.72,29.41,0.6,0.55,4.55,78.5,0,,0,,0,0.0,0.0,0.0,,,0.04,,1.06,0.21,40.0,2.13,0,0.0,LIGA2,2025-2026,POR,2.08,,https://images.fotmob.com/image_resources/logo/teamlogo/8570.png,Centrocampista,2026-08-01 16:29:15.671466
5056,Felipe Scheibig,Felgueiras 1932,Felgueiras 1932,GK,26,100000,2026-06-30,13,1329,0,0.0,0,0.0,0.68,90.0,Brazil,Brazil,derecho,195,80,no,1.83,0.14,100.0,0.47,85.71,0.0,0.0,0.0,1.69,2.88,0.0,1,0.07,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.07,100.0,0.0,0.0,0.0,7.25,0.14,0.2,12.33,75.82,7.65,64.6,0.0,0.0,4.06,93.33,6.03,95.51,6.3,56.99,37.55,51.44,0.0,0.0,0.0,0.0,0.0,0.0,2.78,46.34,0.14,0.0,0.0,0.0,0.0,0.0,3.93,84.48,14,0.95,51,3.45,5,72.55,15.25,1.03,1.25,0.085,0.0,1.22,,,,0.0,0,0.0,LIGA2,2025-2026,POR,0.0,0.47,https://images.fotmob.com/image_resources/logo/teamlogo/8256.png,Portero,2026-08-01 16:29:15.671466
5057,João Silva,UD Oliveirense,UD Oliveirense,"RWF, CF, RW",26,100000,2026-06-30,32,2812,4,4.9,4,2.93,16.71,40.61,Portugal,Portugal,derecho,176,63,no,6.5,6.37,51.26,2.72,28.24,0.35,0.51,0.06,2.88,4.15,1.6,11,0.35,0,0.0,2.3,0.13,4,0.13,0.16,1,0.03,56,1.79,37.5,7.143,0.13,2.59,23.46,0.32,20.0,2.21,24.64,0.19,2.24,45.71,6.37,37.19,2.82,1.38,0.32,18.63,2.5,0.96,24.1,73.04,5.99,66.31,5.31,93.37,7.91,71.26,20.07,81.34,1.54,45.83,18.14,29.88,0.09,0.0,0.0,0.03,0.0,0.32,2.34,61.64,2.24,41.43,0.19,33.33,0.77,0.64,4.1,69.53,0,,0,,0,0.0,0.0,0.0,,,0.1,,0.93,0.16,40.0,0.9,0,0.0,LIGA2,2025-2026,POR,1.15,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Delantero,2026-08-01 16:29:15.671466
5058,João Oliveira,Feirense,Feirense,"RW, RB, RWF",27,100000,2026-06-30,26,2217,1,1.68,4,4.72,13.4,41.82,Portugal,Portugal,derecho,178,66,no,4.79,4.87,46.67,2.31,45.61,0.2,0.31,0.16,2.31,3.54,1.26,6,0.24,0,0.0,2.23,0.04,1,0.04,0.07,0,0.0,23,0.93,21.74,4.348,0.16,3.13,41.56,0.65,31.25,2.4,44.07,0.65,1.83,40.0,4.55,32.14,1.46,0.65,0.12,15.51,1.58,0.73,22.29,69.22,9.09,61.61,3.69,89.01,6.82,69.05,16.24,79.0,2.96,43.84,19.51,30.53,0.19,0.0,0.08,0.04,0.0,0.65,3.61,64.04,3.37,46.99,0.77,21.05,0.61,1.26,5.81,72.03,0,,0,,0,0.0,0.0,0.0,,,0.37,,0.61,0.04,100.0,1.91,0,0.0,LIGA2,2025-2026,POR,1.46,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Extremo,2026-08-01 16:29:15.671466
5059,M. Gudžulić,Chaves,Chaves,GK,23,50000,2027-06-30,15,1521,0,0.0,0,0.0,0.89,86.67,Serbia,Serbia,derecho,196,92,no,0.71,0.12,50.0,0.77,92.31,0.0,0.0,0.0,0.65,1.03,0.06,3,0.18,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,0.06,0.06,15.98,87.78,7.04,76.47,0.06,100.0,7.99,97.04,11.95,97.52,4.02,58.82,28.04,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.59,40.0,0.12,0.0,0.06,0.0,0.0,0.0,3.73,61.9,17,1.01,50,2.96,5,66.0,15.53,0.92,-1.47,-0.087,0.06,1.83,,,,0.0,0,0.0,LIGA2,2025-2026,POR,0.0,0.77,https://images.fotmob.com/image_resources/logo/teamlogo/8205.png,Portero,2026-08-01 16:29:15.671466
5060,Afonso Peixoto,Torreense U23,Torreense,"LB, LW",23,25000,2028-06-30,4,143,0,0.0,0,0.0,15.73,44.0,Portugal,Portugal,izquierdo,180,77,no,7.55,8.81,35.71,1.89,66.67,0.0,0.0,0.0,4.41,6.77,4.41,1,0.63,0,0.0,0.63,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.15,20.0,2.52,25.0,0.63,0.0,0.63,1.26,0.0,4.41,42.86,0.63,0.0,0.0,27.06,2.52,1.89,32.73,69.23,10.07,56.25,8.81,100.0,10.7,52.94,23.92,84.21,5.66,33.33,21.05,24.8,0.0,0.0,0.0,0.0,0.0,0.0,5.03,62.5,3.78,16.67,0.63,0.0,0.0,1.26,8.18,61.54,0,,0,,0,0.0,0.0,0.0,,,2.52,,0.0,0.0,0.0,0.63,0,0.0,LIGA2,2025-2026,POR,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Lateral,2026-08-01 16:29:15.671466
5061,David Moreira,Sporting CP II,Sporting CP II,"RCB, LCB, LB",21,0,,14,1359,0,0.29,0,0.05,10.4,59.87,Portugal,Portugal,unknown,171,0,no,8.15,4.57,72.46,2.12,43.75,0.07,0.1,0.6,4.77,7.37,0.46,1,0.07,0,0.0,0.46,0.0,0,0.0,0.02,0,0.0,2,0.13,0.0,0.0,0.0,0.4,16.67,0.13,0.0,0.26,25.0,0.0,0.46,71.43,2.32,60.0,0.13,0.6,0.2,34.44,0.79,0.93,47.55,90.67,19.21,82.76,2.72,95.12,20.66,97.44,42.52,95.95,4.7,47.89,19.93,37.64,0.0,0.0,0.0,0.07,100.0,0.13,5.96,73.33,0.93,35.71,0.66,40.0,0.26,0.07,7.09,69.16,0,,0,,0,0.0,0.0,0.0,,,0.66,,0.07,0.0,0.0,0.13,0,0.0,LIGA2,2025-2026,POR,0.13,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Central,2026-08-01 16:29:15.671466
5062,Francisco França,Varzim,Marítimo,RDMF,23,0,2028-06-30,2,43,0,0.33,0,0.0,,,Portugal,Portugal,izquierdo,186,81,si,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.87,15.48,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,LIGA2,2025-2026,POR,,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Centrocampista,2026-08-01 16:29:15.671466
5063,Javirro,Torreense,Torreense,RB,20,0,2028-06-30,1,24,0,0.0,0,0.0,,,Spain,Spain,derecho,0,0,no,,,,,,,0.0,,,0.0,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,LIGA2,2025-2026,POR,,,https://images.fotmob.com/image_resources/logo/teamlogo/6720.png,Lateral,2026-08-01 16:29:15.671466
5064,Lucas D'Agrella,Farense U23,Farense,"RCB, RB",20,0,,15,1310,0,0.65,0,1.59,14.84,55.56,Portugal,Portugal,,0,0,no,11.06,7.76,54.87,3.16,65.22,0.27,0.42,0.21,6.53,9.93,1.65,6,0.41,0,0.0,0.89,0.0,0,0.0,0.04,0,0.0,8,0.55,25.0,0.0,0.0,1.65,33.33,0.0,0.0,1.65,33.33,0.21,0.34,60.0,2.06,50.0,0.82,1.03,0.0,25.21,1.03,0.89,39.98,82.3,18.21,74.72,2.95,93.02,15.11,88.64,32.77,88.89,5.7,57.83,21.29,35.19,0.11,0.07,0.0,0.0,0.0,0.21,5.56,67.9,1.85,44.44,0.27,25.0,0.48,0.48,8.24,75.0,0,,0,,0,0.0,0.0,0.0,,,1.1,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.55,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Central,2026-08-01 16:29:15.671466
5065,G. Santos Costa,Feirense,Feirense,"DMF, RCMF, LDMF",18,0,,6,568,2,0.29,0,0.11,11.73,54.05,Portugal,Portugal,unknown,0,0,no,5.39,3.96,56.0,4.44,42.86,0.79,1.27,0.0,2.38,3.81,1.58,4,0.63,0,0.0,0.63,0.32,2,0.32,0.05,2,0.32,4,0.63,50.0,50.0,0.0,0.16,100.0,0.16,100.0,0.0,0.0,0.0,0.16,100.0,1.58,70.0,0.63,0.32,0.0,6.81,0.0,1.11,15.85,73.0,7.29,58.7,2.85,100.0,3.49,77.27,13.31,77.38,2.38,46.67,18.25,32.18,0.02,0.0,0.16,0.0,0.0,0.16,2.69,58.82,0.48,66.67,0.48,33.33,0.16,0.16,3.01,63.16,0,,0,,0,0.0,0.0,0.0,,,0.63,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.16,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Centrocampista,2026-08-01 16:29:15.671466
5066,B. Ahmed,Feirense,Feirense,"LWF, LW, LAMF",21,0,2026-06-30,8,120,0,0.4,1,0.15,24.0,34.38,Nigeria,Nigeria,,0,0,no,1.5,4.5,16.67,6.75,22.22,0.0,0.0,0.0,0.75,1.5,4.5,0,0.0,0,0.0,3.75,0.0,0,0.0,0.3,0,0.0,4,3.0,0.0,0.0,0.75,2.25,0.0,2.25,0.0,0.0,0.0,0.75,5.25,71.43,10.5,57.14,5.25,2.25,0.75,6.0,2.25,2.25,13.5,72.22,1.5,100.0,3.0,100.0,3.75,40.0,11.25,86.67,0.0,0.0,12.43,0.0,0.11,0.0,0.0,0.0,0.0,0.75,0.75,100.0,1.5,0.0,0.0,0.0,0.75,0.0,1.5,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,1.5,,https://images.fotmob.com/image_resources/logo/teamlogo/6346.png,Delantero,2026-08-01 16:29:15.671466
5067,F. Dodji Dokou,Leixões,Leixões,"LCMF, RDMF",21,0,2029-06-30,5,238,0,0.0,0,0.01,16.26,55.81,Benin,Benin,unknown,0,0,no,9.08,9.08,70.83,3.03,37.5,1.13,1.67,0.0,1.51,2.22,2.27,2,0.76,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,50.0,0.0,0.0,0.0,21.93,0.0,1.51,34.03,81.11,10.59,57.14,6.81,88.89,9.83,92.31,31.39,84.34,2.65,42.86,18.05,16.9,0.0,0.0,0.0,0.0,0.0,0.0,5.29,57.14,1.13,33.33,0.0,0.0,0.38,0.0,3.4,66.67,0,,0,,0,0.0,0.0,0.0,,,1.13,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.38,,,Centrocampista,2026-08-01 16:29:15.671466
5068,T. Pérez,Porto,Porto II,DMF,20,0,2029-06-30,5,397,0,0.09,0,0.0,15.64,50.72,Argentina,Argentina,derecho,0,0,no,9.29,6.35,75.0,3.17,28.57,0.23,0.33,0.0,4.31,6.33,1.13,2,0.45,0,0.0,0.91,0.0,0,0.0,0.02,0,0.0,3,0.68,33.33,0.0,0.0,0.23,100.0,0.0,0.0,0.23,100.0,0.0,1.13,40.0,4.99,36.36,0.45,0.68,0.0,29.7,0.23,0.68,42.62,89.36,11.11,75.51,8.61,86.84,17.0,97.33,41.03,91.71,1.36,16.67,16.28,22.75,0.0,0.0,0.0,0.0,0.0,0.0,4.31,73.68,0.91,50.0,0.23,0.0,0.23,0.23,4.53,65.0,0,,0,,0,0.0,0.0,0.0,,,0.45,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/6706.png,Centrocampista,2026-08-01 16:29:15.671466
5069,Matheus Gonçalves,Farense U23,Farense,RCB,21,0,2026-06-30,1,19,0,0.0,0,0.0,,,Brazil,Brazil,unknown,0,0,no,,,,,,,0.0,,,0.0,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,0.0,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,0,0.0,LIGA2,2025-2026,POR,,,https://images.fotmob.com/image_resources/logo/teamlogo/8256.png,Central,2026-08-01 16:29:15.671466
5070,Bernardo Lima,Porto II,Porto II,"DMF, RCMF, LCMF",17,0,2027-06-30,6,186,1,0.6,0,0.05,17.42,44.44,Portugal,Portugal,derecho,0,0,no,4.84,8.71,50.0,3.39,57.14,0.48,0.94,0.0,0.0,0.0,1.94,1,0.48,0,0.0,1.45,0.48,1,0.48,0.29,0,0.0,2,0.97,100.0,50.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0.48,100.0,4.35,22.22,1.45,0.0,0.0,16.94,0.0,0.48,29.03,85.0,7.26,66.67,9.19,84.21,9.68,95.0,26.61,89.09,1.94,50.0,16.25,5.91,0.02,0.0,0.0,0.0,0.0,0.0,3.39,57.14,0.48,0.0,0.48,0.0,0.0,0.0,1.45,66.67,0,,0,,0,0.0,0.0,0.0,,,1.45,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.48,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Centrocampista,2026-08-01 16:29:15.671466
5071,Eduardo Fernandes,Benfica II,Benfica II,"CF, RW, RAMF",19,0,2029-06-30,10,355,0,1.03,0,0.12,21.3,42.86,Portugal,Portugal,derecho,184,72,no,4.31,5.83,43.48,5.32,47.62,0.0,0.0,0.0,1.77,3.56,2.28,1,0.25,1,0.25,2.54,0.0,0,0.0,0.26,0,0.0,9,2.28,11.11,0.0,0.0,2.03,12.5,0.51,0.0,1.27,20.0,0.0,3.3,61.54,8.11,40.63,3.04,1.52,0.51,11.15,1.01,1.01,15.97,61.9,5.83,60.87,2.28,77.78,4.82,57.89,13.18,73.08,1.01,0.0,12.94,4.25,0.03,0.0,0.0,0.25,0.0,0.25,1.01,50.0,0.76,66.67,0.76,0.0,0.51,0.25,2.54,70.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.51,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Delantero,2026-08-01 16:29:15.671466
5072,Jotave,Portimonense,Portimonense,"RWB, RAMF",22,0,2026-06-30,5,221,0,0.0,0,0.11,19.14,63.83,Brazil,Brazil,derecho,181,67,si,12.22,8.55,66.67,4.48,81.82,0.41,0.64,0.0,6.11,9.57,1.63,1,0.41,0,0.0,2.44,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.04,80.0,0.41,100.0,1.63,75.0,0.0,1.22,66.67,4.48,45.45,0.0,2.04,0.41,24.84,0.41,2.04,35.84,67.05,14.66,52.78,4.89,91.67,11.81,72.41,26.47,73.85,7.33,38.89,20.99,29.12,0.05,0.0,0.0,0.0,0.0,0.0,6.52,43.75,2.85,71.43,0.41,0.0,0.0,1.63,11.0,59.26,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.41,0,0.0,LIGA2,2025-2026,POR,0.41,,https://images.fotmob.com/image_resources/logo/teamlogo/8256.png,Lateral,2026-08-01 16:29:15.671466
5073,José Rodrigues,Penafiel,Penafiel,CF,20,0,2028-06-30,3,105,0,0.4,0,0.0,17.14,20.0,Portugal,Portugal,izquierdo,185,78,si,2.57,3.43,0.0,6.86,37.5,0.86,1.07,0.86,1.71,2.14,1.71,0,0.0,0,0.0,2.57,0.0,0,0.0,0.34,0,0.0,4,3.43,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,5.14,16.67,3.43,1.71,0.0,6.0,1.71,0.0,6.86,75.0,0.86,0.0,1.71,100.0,2.57,100.0,6.86,75.0,0.0,0.0,14.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.0,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Delantero,2026-08-01 16:29:15.671466
5074,A. Diallo,UD Oliveirense,UD Oliveirense,"RWF, LWF, LW",23,0,2026-06-30,18,746,0,0.72,0,0.62,17.01,42.55,England,England,derecho,0,0,no,3.26,3.86,46.88,2.77,13.04,0.24,0.37,0.0,1.21,1.84,2.29,2,0.24,0,0.0,3.38,0.0,0,0.0,0.09,0,0.0,9,1.09,33.33,0.0,0.0,2.17,38.89,1.09,55.56,1.09,22.22,0.36,3.38,64.29,9.05,52.0,1.33,2.29,0.84,14.96,1.69,2.41,19.54,64.81,5.91,44.9,4.46,94.59,5.43,68.89,16.05,69.92,1.33,45.45,16.19,11.0,0.07,0.0,0.0,0.0,0.0,0.36,2.17,66.67,2.9,45.83,0.12,0.0,0.48,1.09,3.98,54.55,0,,0,,0,0.0,0.0,0.0,,,0.12,,0.6,0.0,0.0,1.33,0,0.0,LIGA2,2025-2026,POR,0.97,,https://images.fotmob.com/image_resources/logo/teamlogo/8491.png,Delantero,2026-08-01 16:29:15.671466
5075,Rodrigo Duarte,Paços de Ferreira,Paços de Ferreira,"RWF, RW, LCMF",20,0,,3,83,0,0.05,0,0.04,23.86,50.0,Portugal,Portugal,izquierdo,177,64,si,7.59,9.76,66.67,1.08,0.0,0.0,0.0,0.0,1.08,1.5,1.08,0,0.0,0,0.0,5.42,0.0,0,0.0,0.05,0,0.0,2,2.17,50.0,0.0,0.0,3.25,0.0,0.0,0.0,3.25,0.0,0.0,6.51,66.67,13.01,41.67,1.08,5.42,0.0,27.11,0.0,2.17,39.04,80.56,7.59,71.43,14.1,92.31,14.1,76.92,33.61,87.1,3.25,66.67,16.46,22.04,0.05,0.0,0.0,0.0,0.0,1.08,3.25,66.67,2.17,100.0,1.08,100.0,2.17,0.0,3.25,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.08,0,0.0,LIGA2,2025-2026,POR,2.17,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Delantero,2026-08-01 16:29:15.671466
5076,F. Coletta,Benfica II,Benfica II,"LCMF, RCMF",18,0,2028-06-30,3,75,0,0.07,0,0.4,20.4,47.06,Italy,Italy,derecho,0,0,no,13.2,10.8,66.67,1.2,0.0,2.4,4.0,1.2,3.6,6.0,2.4,0,0.0,0,0.0,2.4,0.0,0,0.0,0.08,0,0.0,1,1.2,0.0,0.0,0.0,2.4,50.0,0.0,0.0,2.4,50.0,1.2,1.2,100.0,6.0,40.0,1.2,1.2,0.0,22.8,2.4,1.2,31.2,80.77,10.8,66.67,3.6,100.0,12.0,80.0,27.6,86.96,1.2,0.0,14.26,8.73,0.48,0.0,0.0,0.0,0.0,2.4,4.8,75.0,4.8,50.0,0.0,0.0,1.2,1.2,4.8,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,3.6,,https://images.fotmob.com/image_resources/logo/teamlogo/8204.png,Centrocampista,2026-08-01 16:29:15.671466
5077,G. Almeida,Mérida AD,Farense,"LDMF, RDMF, DMF",21,0,2027-06-30,7,301,0,1.79,0,0.0,15.55,53.85,Portugal,Portugal,derecho,185,79,si,7.48,6.28,66.67,2.99,50.0,0.3,0.58,0.3,2.99,5.77,1.5,2,0.6,0,0.0,1.5,0.0,0,0.0,0.53,0,0.0,8,2.39,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,66.67,3.29,36.36,0.9,0.6,0.0,18.54,0.3,1.2,26.91,83.33,9.27,64.52,3.29,100.0,11.96,92.5,23.92,86.25,2.99,60.0,23.32,33.46,0.0,0.0,0.0,0.0,0.0,0.0,2.69,44.44,0.9,66.67,0.3,100.0,0.6,0.0,4.49,46.67,0,,0,,0,0.0,0.0,0.0,,,0.3,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.3,,https://images.fotmob.com/image_resources/logo/teamlogo/8361.png,Centrocampista,2026-08-01 16:29:15.671466
5078,E. Ahouonon,Reims,Torreense,RCB,22,0,2030-06-30,3,295,1,0.17,0,0.31,9.76,71.88,Côte d'Ivoire,Côte d'Ivoire,derecho,188,84,no,9.46,3.36,63.64,3.66,100.0,0.31,0.39,0.0,7.02,8.96,0.0,0,0.0,0,0.0,0.61,0.31,1,0.31,0.05,1,0.31,2,0.61,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,100.0,1.83,50.0,0.61,0.31,0.0,27.15,0.61,0.92,41.19,83.7,18.61,68.85,4.27,100.0,16.47,94.44,31.12,94.12,10.07,51.52,27.11,46.4,0.09,0.0,0.0,0.0,0.0,0.0,8.85,58.62,1.22,25.0,1.22,50.0,0.31,0.0,7.93,61.54,0,,0,,0,0.0,0.0,0.0,,,3.05,,0.0,0.0,0.0,0.0,0,0.0,LIGA2,2025-2026,POR,0.31,,,Central,2026-08-01 16:29:15.671466
